p	invgam	alpha	pinvgam
.0627722	9847.26	10000.		.627725E-1
0.9372278	10153.6	10000.		.937181
.0627722	16331.5	16528.		.627664E-1
0.9372278	16725.4	16528.		.937236
.0627722	59625.2	60000.		.627673E-1
0.9372278	60375.7	60000.		.937234
.0627722	65648.8	66042.		.627869E-1
0.9372278	66436.1	66042.		.937214
.06	.0	.0001		.0
0.94	.0	.0001		.0
.06	.0	.0006		.0
0.94	.917534E-45	.0006		.940000
.06	.0	.001		.0
0.94	.754274E-27	.001		.940000
.06	.0	.006		.0
0.94	.187401E-4	.006		.940000
.06	.0	.01		.0
0.94	.116455E-2	.01		.940000
.06	.254684E-20	.06		.600000E-1
0.94	.266056	.06		.940000
.06	.367214E-12	.1		.600000E-1
0.94	.488403	.1		.940000
.06	.765889E-2	.6		.600000E-1
0.94	1.99962	.6		.940000
.06	.618754E-1	1.		.600000E-1
0.94	2.81341	1.		.940000
.06	2.73999	6.		.600000E-1
0.94	10.1967	6.		.939999
.06	5.61569	10.		.600001E-1
0.94	15.3244	10.		.939999
.06	7.14146	12.		.599999E-1
0.94	17.7995	12.		.940001
.06	48.4544	60.		.600006E-1
0.94	72.4898	60.		.940001
.06	52.0586	64.		.599998E-1
0.94	76.8855	64.		.939999
.06	84.9443	100.		.600006E-1
0.94	116.000	100.		.939998
.06	157.744	178.		.600012E-1
0.94	199.201	178.		.940002
.06	562.396	600.		.599977E-1
0.94	638.548	600.		.939998
.06	569.175	607.		.600005E-1
0.94	645.770	607.		.940000
.06	951.312	1000.		.599984E-1
0.94	1049.63	1000.		.939991
.06	1416.75	1476.		.600155E-1
0.94	1536.20	1476.		.940001
.06	5880.04	6000.		.599957E-1
0.94	6120.90	6000.		.939997
.06	6030.53	6152.		.600050E-1
0.94	6274.42	6152.		.940003
.06	9845.00	10000.		.600035E-1
0.94	10155.9	10000.		.939944
.06	12283.9	12457.		.599521E-1
0.94	12631.0	12457.		.940000
.06	59619.6	60000.		.599839E-1
0.94	60381.3	60000.		.939994
.06	69039.7	69449.		.599814E-1
0.94	69859.2	69449.		.939998
.0536804	.0	.0001		.0
0.9463196	.0	.0001		.0
.0536804	.0	.0006		.0
0.9463196	.649518E-40	.0006		.946320
.0536804	.0	.001		.0
0.9463196	.613071E-24	.001		.946320
.0536804	.0	.006		.0
0.9463196	.572514E-4	.006		.946320
.0536804	.0	.01		.0
0.9463196	.227843E-2	.01		.946320
.0536804	.398483E-21	.06		.536804E-1
0.9463196	.308024	.06		.946320
.0536804	.120660E-12	.1		.536804E-1
0.9463196	.543874	.1		.946320
.0536804	.635702E-2	.6		.536804E-1
0.9463196	2.09677	.6		.946319
.0536804	.551749E-1	1.		.536804E-1
0.9463196	2.92471	1.		.946320
.0536804	2.66140	6.		.536807E-1
0.9463196	10.3905	6.		.946319
.0536804	5.49813	10.		.536805E-1
0.9463196	15.5579	10.		.946320
.0536804	10.1375	16.		.536797E-1
0.9463196	22.9207	16.		.946319
.0536804	48.0835	60.		.536801E-1
0.9463196	72.9773	60.		.946319
.0536804	56.1791	69.		.536802E-1
0.9463196	82.8818	69.		.946319
.0536804	84.4486	100.		.536803E-1
0.9463196	116.613	100.		.946324
.0536804	128.025	147.		.536836E-1
0.9463196	167.037	147.		.946322
.0536804	561.098	600.		.536807E-1
0.9463196	639.964	600.		.946321
.0536804	637.581	679.		.536795E-1
0.9463196	721.480	679.		.946318
.0536804	949.619	1000.		.536802E-1
0.9463196	1051.44	1000.		.946311
.0536804	1677.29	1744.		.536726E-1
0.9463196	1811.77	1744.		.946323
.0536804	5875.81	6000.		.536801E-1
0.9463196	6125.25	6000.		.946317
.0536804	6251.92	6380.		.536787E-1
0.9463196	6509.14	6380.		.946319
.0536804	9839.52	10000.		.536850E-1
0.9463196	10161.5	10000.		.946270
.0536804	14602.7	14798.		.537165E-1
0.9463196	14994.4	14798.		.946318
.0536804	59606.1	60000.		.536704E-1
0.9463196	60394.9	60000.		.946302
.0536804	64857.2	65268.		.536925E-1
0.9463196	65679.9	65268.		.946324
.05	.0	.0001		.0
0.95	.0	.0001		.0
.05	.0	.0006		.0
0.95	.418994E-37	.0006		.950000
.05	.0	.001		.0
0.95	.297359E-22	.001		.950000
.05	.0	.006		.0
0.95	.109338E-3	.006		.950000
.05	.0	.01		.0
0.95	.336262E-2	.01		.950000
.05	.121987E-21	.06		.500000E-1
0.95	.336278	.06		.950000
.05	.593071E-13	.1		.500000E-1
0.95	.580435	.1		.950000
.05	.564483E-2	.6		.500000E-1
0.95	2.15901	.6		.950000
.05	.512933E-1	1.		.500000E-1
0.95	2.99573	1.		.950000
.05	2.61301	6.		.499996E-1
0.95	10.5130	6.		.949999
.05	5.42541	10.		.500002E-1
0.95	15.7052	10.		.950000
.05	5.42541	10.		.500002E-1
0.95	15.7052	10.		.950000
.05	47.8523	60.		.499997E-1
0.95	73.2837	60.		.950000
.05	52.3311	65.		.499998E-1
0.95	78.8050	65.		.950000
.05	84.1393	100.		.500003E-1
0.95	116.997	100.		.949999
.05	115.545	134.		.500033E-1
0.95	153.592	134.		.950001
.05	560.286	600.		.500002E-1
0.95	640.851	600.		.950000
.05	573.819	614.		.500021E-1
0.95	655.318	614.		.949998
.05	948.560	1000.		.500005E-1
0.95	1052.58	1000.		.950009
.05	1710.20	1779.		.500096E-1
0.95	1848.94	1779.		.949998
.05	5873.16	6000.		.499983E-1
0.95	6127.98	6000.		.950006
.05	6575.83	6710.		.499957E-1
0.95	6845.30	6710.		.949995
.05	9836.09	10000.		.500051E-1
0.95	10165.1	10000.		.950049
.05	14263.8	14461.		.500259E-1
0.95	14659.4	14461.		.950028
.05	59597.7	60000.		.500152E-1
0.95	60403.5	60000.		.950011
.05	66619.7	67045.		.500134E-1
0.95	67471.5	67045.		.950012
.0498342	.0	.0001		.0
0.9501658	.0	.0001		.0
.0498342	.0	.0006		.0
0.9501658	.560433E-37	.0006		.950166
.0498342	.0	.001		.0
0.9501658	.354054E-22	.001		.950166
.0498342	.0	.006		.0
0.9501658	.112565E-3	.006		.950166
.0498342	.0	.01		.0
0.9501658	.342202E-2	.01		.950166
.0498342	.115418E-21	.06		.498342E-1
0.9501658	.337627	.06		.950166
.0498342	.573696E-13	.1		.498342E-1
0.9501658	.582166	.1		.950166
.0498342	.561356E-2	.6		.498342E-1
0.9501658	2.16193	.6		.950166
.0498342	.511188E-1	1.		.498342E-1
0.9501658	2.99905	1.		.950166
.0498342	2.61078	6.		.498339E-1
0.9501658	10.5187	6.		.950165
.0498342	5.42205	10.		.498343E-1
0.9501658	15.7121	10.		.950166
.0498342	5.42205	10.		.498343E-1
0.9501658	15.7121	10.		.950166
.0498342	47.8416	60.		.498341E-1
0.9501658	73.2979	60.		.950166
.0498342	55.9169	69.		.498346E-1
0.9501658	83.2228	69.		.950166
.0498342	84.1249	100.		.498337E-1
0.9501658	117.015	100.		.950166
.0498342	135.088	155.		.498385E-1
0.9501658	176.053	155.		.950169
.0498342	560.248	600.		.498329E-1
0.9501658	640.892	600.		.950165
.0498342	631.833	674.		.498337E-1
0.9501658	717.307	674.		.950164
.0498342	948.511	1000.		.498352E-1
0.9501658	1052.63	1000.		.950166
.0498342	1514.15	1579.		.498334E-1
0.9501658	1644.99	1579.		.950165
.0498342	5873.04	6000.		.498365E-1
0.9501658	6128.10	6000.		.950163
.0498342	6503.44	6637.		.498355E-1
0.9501658	6771.70	6637.		.950164
.0498342	9835.93	10000.		.498385E-1
0.9501658	10165.2	10000.		.950151
.0498342	17596.8	17816.		.498284E-1
0.9501658	18036.3	17816.		.950140
.0498342	59597.3	60000.		.498462E-1
0.9501658	60403.9	60000.		.950179
.0498342	61469.0	61878.		.498306E-1
0.9501658	62288.1	61878.		.950153
.04	.0	.0001		.0
0.96	.0	.0001		.0
.04	.0	.0006		.0
0.96	.159070E-29	.0006		.960000
.04	.0	.001		.0
0.96	.104932E-17	.001		.960000
.04	.0	.006		.0
0.96	.626515E-3	.006		.960000
.04	.0	.01		.0
0.96	.964123E-2	.01		.960000
.04	.295902E-23	.06		.400000E-1
0.96	.432066	.06		.960000
.04	.636805E-14	.1		.400000E-1
0.96	.700768	.1		.960000
.04	.388739E-2	.6		.400000E-1
0.96	2.35567	.6		.960000
.04	.408220E-1	1.		.400000E-1
0.96	3.21888	1.		.960000
.04	2.46927	6.		.399997E-1
0.96	10.8926	6.		.960001
.04	5.20768	10.		.399999E-1
0.96	16.1603	10.		.960000
.04	7.42546	13.		.400001E-1
0.96	19.9446	13.		.960001
.04	47.1515	60.		.399999E-1
0.96	74.2237	60.		.960000
.04	48.9270	62.		.400003E-1
0.96	76.4483	62.		.960000
.04	83.2001	100.		.399996E-1
0.96	118.176	100.		.960003
.04	146.011	168.		.399976E-1
0.96	191.365	168.		.960001
.04	557.813	600.		.399994E-1
0.96	643.563	600.		.959999
.04	585.789	629.		.400004E-1
0.96	673.588	629.		.960001
.04	945.333	1000.		.400007E-1
0.96	1056.04	1000.		.959990
.04	1496.44	1565.		.400094E-1
0.96	1634.94	1565.		.959998
.04	5865.08	6000.		.399964E-1
0.96	6136.29	6000.		.959996
.04	6278.44	6418.		.400011E-1
0.96	6558.94	6418.		.960003
.04	9825.62	10000.		.399986E-1
0.96	10175.8	10000.		.960038
.04	12865.6	13065.		.400132E-1
0.96	13265.8	13065.		.960005
.04	59571.9	60000.		.400140E-1
0.96	60429.5	60000.		.959994
.04	64001.3	64445.		.400138E-1
0.96	64890.1	64445.		.959994
.0353536	.0	.0001		.0
0.9646464	.0	.0001		.0
.0353536	.0	.0006		.0
0.9646464	.497102E-26	.0006		.964646
.0353536	.0	.001		.0
0.9646464	.131167E-15	.001		.964646
.0353536	.0	.006		.0
0.9646464	.140201E-2	.006		.964646
.0353536	.0	.01		.0
0.9646464	.157189E-1	.01		.964646
.0353536	.377899E-24	.06		.353536E-1
0.9646464	.489355	.06		.964646
.0353536	.185244E-14	.1		.353536E-1
0.9646464	.770660	.1		.964646
.0353536	.316289E-2	.6		.353536E-1
0.9646464	2.46518	.6		.964647
.0353536	.359937E-1	1.		.353536E-1
0.9646464	3.34236	1.		.964647
.0353536	2.39469	6.		.353538E-1
0.9646464	11.0993	6.		.964647
.0353536	5.09367	10.		.353537E-1
0.9646464	16.4074	10.		.964647
.0353536	8.80036	15.		.353536E-1
0.9646464	22.7041	15.		.964646
.0353536	46.7792	60.		.353542E-1
0.9646464	74.7303	60.		.964647
.0353536	50.3193	64.		.353535E-1
0.9646464	79.1902	64.		.964646
.0353536	82.7002	100.		.353535E-1
0.9646464	118.810	100.		.964648
.0353536	137.909	160.		.353563E-1
0.9646464	183.602	160.		.964647
.0353536	556.492	600.		.353531E-1
0.9646464	645.019	600.		.964647
.0353536	596.004	641.		.353526E-1
0.9646464	687.507	641.		.964648
.0353536	943.608	1000.		.353540E-1
0.9646464	1057.90	1000.		.964639
.0353536	1070.01	1130.		.353632E-1
0.9646464	1191.50	1130.		.964635
.0353536	5860.76	6000.		.353526E-1
0.9646464	6140.75	6000.		.964646
.0353536	6112.82	6255.		.353567E-1
0.9646464	6398.69	6255.		.964642
.0353536	9820.02	10000.		.353520E-1
0.9646464	10181.5	10000.		.964655
.0353536	10173.8	10357.		.353349E-1
0.9646464	10541.7	10357.		.964656
.0353536	59558.0	60000.		.353386E-1
0.9646464	60443.5	60000.		.964658
.0353536	69293.4	69770.		.353650E-1
0.9646464	70248.1	69770.		.964632
.03	.0	.0001		.0
0.97	.0	.0001		.0
.03	.0	.0006		.0
0.97	.503991E-22	.0006		.970000
.03	.0	.001		.0
0.97	.332208E-13	.001		.970000
.03	.0	.006		.0
0.97	.353402E-2	.006		.970000
.03	.0	.01		.0
0.97	.276605E-1	.01		.970000
.03	.244814E-25	.06		.300000E-1
0.97	.569881	.06		.970000
.03	.358607E-15	.1		.300000E-1
0.97	.866927	.1		.970000
.03	.240450E-2	.6		.300000E-1
0.97	2.61148	.6		.970000
.03	.304592E-1	1.		.300000E-1
0.97	3.50656	1.		.970000
.03	2.30045	6.		.299999E-1
0.97	11.3709	6.		.970000
.03	4.94854	10.		.300000E-1
0.97	16.7312	10.		.970000
.03	5.65627	11.		.300001E-1
0.97	18.0246	11.		.970000
.03	46.2996	60.		.300004E-1
0.97	75.3901	60.		.970000
.03	48.9393	63.		.300002E-1
0.97	78.7505	63.		.970000
.03	82.0553	100.		.299996E-1
0.97	119.635	100.		.969999
.03	140.774	164.		.300021E-1
0.97	188.917	164.		.969999
.03	554.783	600.		.299993E-1
0.97	646.908	600.		.970000
.03	588.458	635.		.299989E-1
0.97	683.233	635.		.970000
.03	941.376	1000.		.300010E-1
0.97	1060.32	1000.		.970008
.03	1479.73	1553.		.299968E-1
0.97	1627.96	1553.		.970000
.03	5855.16	6000.		.299978E-1
0.97	6146.53	6000.		.970001
.03	6208.88	6358.		.300008E-1
0.97	6508.81	6358.		.969998
.03	9812.77	10000.		.300012E-1
0.97	10188.9	10000.		.969984
.03	15419.5	15654.		.299835E-1
0.97	15890.2	15654.		.970021
.03	59540.1	60000.		.299866E-1
0.97	60461.5	60000.		.969988
.03	64278.2	64756.		.299900E-1
0.97	65235.5	64756.		.970012
.0276565	.0	.0001		.0
0.9723435	.0	.0001		.0
.0276565	.0	.0006		.0
0.9723435	.281228E-20	.0006		.972344
.0276565	.0	.001		.0
0.9723435	.371014E-12	.001		.972343
.0276565	.0	.006		.0
0.9723435	.529285E-2	.006		.972343
.0276565	.0	.01		.0
0.9723435	.354787E-1	.01		.972343
.0276565	.631105E-26	.06		.276565E-1
0.9723435	.611495	.06		.972344
.0276565	.158993E-15	.1		.276565E-1
0.9723435	.915927	.1		.972344
.0276565	.209927E-2	.6		.276565E-1
0.9723435	2.68422	.6		.972343
.0276565	.280461E-1	1.		.276565E-1
0.9723435	3.58789	1.		.972343
.0276565	2.25573	6.		.276566E-1
0.9723435	11.5041	6.		.972344
.0276565	4.87922	10.		.276565E-1
0.9723435	16.8897	10.		.972344
.0276565	5.58157	11.		.276566E-1
0.9723435	18.1885	11.		.972343
.0276565	46.0682	60.		.276566E-1
0.9723435	75.7115	60.		.972344
.0276565	51.3427	66.		.276566E-1
0.9723435	82.4372	66.		.972344
.0276565	81.7438	100.		.276562E-1
0.9723435	120.037	100.		.972345
.0276565	97.1776	117.		.276568E-1
0.9723435	138.603	117.		.972343
.0276565	553.956	600.		.276572E-1
0.9723435	647.826	600.		.972344
.0276565	606.851	655.		.276563E-1
0.9723435	704.930	655.		.972342
.0276565	940.294	1000.		.276560E-1
0.9723435	1061.49	1000.		.972349
.0276565	1224.01	1292.		.276536E-1
0.9723435	1361.77	1292.		.972343
.0276565	5852.45	6000.		.276576E-1
0.9723435	6149.33	6000.		.972341
.0276565	6714.03	6872.		.276585E-1
0.9723435	7031.75	6872.		.972340
.0276565	9809.25	10000.		.276554E-1
0.9723435	10192.5	10000.		.972325
.0276565	18091.3	18350.		.276607E-1
0.9723435	18610.5	18350.		.972348
.0276565	59531.5	60000.		.276646E-1
0.9723435	60470.3	60000.		.972340
.0276565	67947.5	68448.		.276542E-1
0.9723435	68950.3	68448.		.972350
.02	.0	.0001		.0
0.98	.102355E-87	.0001		.980000
.02	.0	.0006		.0
0.98	.133760E-14	.0006		.980000
.02	.0	.001		.0
0.98	.945695E-9	.001		.980000
.02	.0	.006		.0
0.98	.198454E-1	.006		.980000
.02	.0	.01		.0
0.98	.812312E-1	.01		.980000
.02	.284434E-28	.06		.200000E-1
0.98	.787637	.06		.980000
.02	.621880E-17	.1		.200000E-1
0.98	1.11903	.1		.980000
.02	.122241E-2	.6		.200000E-1
0.98	2.97574	.6		.980000
.02	.202027E-1	1.		.200000E-1
0.98	3.91202	1.		.980000
.02	2.08914	6.		.199999E-1
0.98	12.0270	6.		.980000
.02	4.61835	10.		.200000E-1
0.98	17.5098	10.		.980000
.02	10.3915	18.		.200005E-1
0.98	27.7444	18.		.980000
.02	45.1834	60.		.200002E-1
0.98	76.9591	60.		.980000
.02	49.5331	65.		.200000E-1
0.98	82.6096	65.		.980000
.02	80.5501	100.		.199998E-1
0.98	121.593	100.		.979998
.02	129.599	154.		.200022E-1
0.98	180.546	154.		.980001
.02	550.773	600.		.200008E-1
0.98	651.372	600.		.979999
.02	566.106	616.		.199996E-1
0.98	668.039	616.		.980000
.02	936.132	1000.		.199995E-1
0.98	1066.01	1000.		.979996
.02	1571.55	1654.		.199978E-1
0.98	1738.59	1654.		.979996
.02	5841.99	6000.		.199988E-1
0.98	6160.15	6000.		.979998
.02	6523.09	6690.		.199979E-1
0.98	6859.05	6690.		.979999
.02	9795.70	10000.		.200003E-1
0.98	10206.4	10000.		.979978
.02	12408.2	12638.		.200026E-1
0.98	12870.0	12638.		.980021
.02	59498.0	60000.		.199981E-1
0.98	60504.1	60000.		.979993
.02	60559.6	61066.		.200078E-1
0.98	61574.6	61066.		.980003
.0164645	.0	.0001		.0
0.9835355	.446432E-72	.0001		.983536
.0164645	.0	.0006		.0
0.9835355	.540671E-12	.0006		.983536
.0164645	.0	.001		.0
0.9835355	.346510E-7	.001		.983536
.0164645	.0	.006		.0
0.9835355	.367728E-1	.006		.983535
.0164645	.0	.01		.0
0.9835355	.120878	.01		.983536
.0164645	.111162E-29	.06		.164645E-1
0.9835355	.900497	.06		.983536
.0164645	.888980E-18	.1		.164645E-1
0.9835355	1.24636	.1		.983536
.0164645	.883739E-3	.6		.164645E-1
0.9835355	3.15183	.6		.983535
.0164645	.166015E-1	1.		.164645E-1
0.9835355	4.10655	1.		.983536
.0164645	1.99725	6.		.164646E-1
0.9835355	12.3352	6.		.983536
.0164645	4.47250	10.		.164644E-1
0.9835355	17.8739	10.		.983535
.0164645	10.1619	18.		.164641E-1
0.9835355	28.1935	18.		.983536
.0164645	44.6784	60.		.164643E-1
0.9835355	77.6847	60.		.983536
.0164645	45.5412	61.		.164645E-1
0.9835355	78.8219	61.		.983535
.0164645	79.8672	100.		.164646E-1
0.9835355	122.497	100.		.983535
.0164645	117.778	142.		.164660E-1
0.9835355	168.587	142.		.983534
.0164645	548.943	600.		.164652E-1
0.9835355	653.423	600.		.983535
.0164645	582.440	635.		.164642E-1
0.9835355	689.926	635.		.983536
.0164645	933.738	1000.		.164646E-1
0.9835355	1068.63	1000.		.983538
.0164645	1748.72	1839.		.164664E-1
0.9835355	1931.65	1839.		.983537
.0164645	5835.97	6000.		.164658E-1
0.9835355	6166.40	6000.		.983536
.0164645	5971.09	6137.		.164634E-1
0.9835355	6305.27	6137.		.983533
.0164645	9787.89	10000.		.164646E-1
0.9835355	10214.5	10000.		.983545
.0164645	12387.5	12626.		.164591E-1
0.9835355	12866.9	12626.		.983553
.0164645	59478.7	60000.		.164611E-1
0.9835355	60523.6	60000.		.983528
.0164645	61243.1	61772.		.164709E-1
0.9835355	62303.3	61772.		.983535
.01	.0	.0001		.0
0.99	.126270E-43	.0001		.990000
.01	.0	.0006		.0
0.99	.298440E-7	.0006		.990000
.01	.0	.001		.0
0.99	.242594E-4	.001		.990000
.01	.0	.006		.0
0.99	.118489	.006		.990000
.01	.0	.01		.0
0.99	.265053	.01		.990000
.01	.273410E-33	.06		.100000E-1
0.99	1.21046	.06		.990000
.01	.607305E-20	.1		.100000E-1
0.99	1.58848	.1		.990000
.01	.384835E-3	.6		.100000E-1
0.99	3.60659	.6		.990000
.01	.100503E-1	1.		.999996E-2
0.99	4.60517	1.		.990000
.01	1.78528	6.		.999989E-2
0.99	13.1085	6.		.990000
.01	4.13020	10.		.100000E-1
0.99	18.7831	10.		.990000
.01	6.78235	14.		.999994E-2
0.99	24.1391	14.		.990000
.01	43.4616	60.		.999983E-2
0.99	79.4751	60.		.990000
.01	46.0164	63.		.999984E-2
0.99	82.9205	63.		.990000
.01	78.2160	100.		.100001E-1
0.99	124.723	100.		.990001
.01	122.986	150.		.999940E-2
0.99	179.953	150.		.990000
.01	544.491	600.		.100001E-1
0.99	658.450	600.		.990000
.01	592.164	650.		.100000E-1
0.99	710.777	650.		.990000
.01	927.908	1000.		.999986E-2
0.99	1075.03	1000.		.989998
.01	1266.97	1351.		.100029E-1
0.99	1437.97	1351.		.989997
.01	5821.27	6000.		.999867E-2
0.99	6181.67	6000.		.990001
.01	6338.56	6525.		.100016E-1
0.99	6714.39	6525.		.990001
.01	9768.84	10000.		.100009E-1
0.99	10234.1	10000.		.989999
.01	10961.2	11206.		.999792E-2
0.99	11453.7	11206.		.989992
.01	59431.6	60000.		.999622E-2
0.99	60571.3	60000.		.989999
.01	64602.5	65195.		.100024E-1
0.99	65790.5	65195.		.990004
.00976712	.0	.0001		.0
0.99023288	.132673E-42	.0001		.990233
.00976712	.0	.0006		.0
0.99023288	.441676E-7	.0006		.990233
.00976712	.0	.001		.0
0.99023288	.306924E-4	.001		.990233
.00976712	.0	.006		.0
0.99023288	.123845	.006		.990233
.00976712	.0	.01		.0
0.99023288	.273318	.01		.990233
.00976712	.184611E-33	.06		.976712E-2
0.99023288	1.22576	.06		.990233
.00976712	.479813E-20	.1		.976712E-2
0.99023288	1.60515	.1		.990233
.00976712	.370011E-3	.6		.976712E-2
0.99023288	3.62819	.6		.990233
.00976712	.981513E-2	1.		.976712E-2
0.99023288	4.62873	1.		.990233
.00976712	1.77602	6.		.976708E-2
0.99023288	13.1445	6.		.990233
.00976712	4.11504	10.		.976717E-2
0.99023288	18.8253	10.		.990233
.00976712	8.15880	16.		.976714E-2
0.99023288	26.7924	16.		.990233
.00976712	43.4066	60.		.976693E-2
0.99023288	79.5574	60.		.990233
.00976712	49.3802	67.		.976723E-2
0.99023288	87.5844	67.		.990233
.00976712	78.1412	100.		.976721E-2
0.99023288	124.825	100.		.990233
.00976712	127.419	155.		.976765E-2
0.99023288	185.548	155.		.990233
.00976712	544.288	600.		.976676E-2
0.99023288	658.680	600.		.990233
.00976712	576.690	634.		.976724E-2
0.99023288	694.278	634.		.990233
.00976712	927.643	1000.		.976743E-2
0.99023288	1075.33	1000.		.990236
.00976712	1703.39	1801.		.976967E-2
0.99023288	1901.58	1801.		.990231
.00976712	5820.60	6000.		.976585E-2
0.99023288	6182.36	6000.		.990231
.00976712	6401.92	6590.		.976753E-2
0.99023288	6781.05	6590.		.990233
.00976712	9767.97	10000.		.976771E-2
0.99023288	10235.0	10000.		.990233
.00976712	12407.6	12669.		.975638E-2
0.99023288	12933.3	12669.		.990228
.00976712	59429.5	60000.		.976864E-2
0.99023288	60573.5	60000.		.990235
.00976712	66104.4	66706.		.977047E-2
0.99023288	67310.6	66706.		.990233
.009	.0	.0001		.0
0.991	.306125E-39	.0001		.991000
.009	.0	.0006		.0
0.991	.160555E-6	.0006		.991000
.009	.0	.001		.0
0.991	.665823E-4	.001		.991000
.009	.0	.006		.0
0.991	.143510	.006		.991000
.009	.0	.01		.0
0.991	.302969	.01		.991000
.009	.472269E-34	.06		.900000E-2
0.991	1.27929	.06		.991000
.009	.211754E-20	.1		.900000E-2
0.991	1.66332	.1		.991000
.009	.322846E-3	.6		.900000E-2
0.991	3.70324	.6		.991000
.009	.904074E-2	1.		.900000E-2
0.991	4.71053	1.		.991000
.009	1.74435	6.		.899998E-2
0.991	13.2691	6.		.991000
.009	4.06306	10.		.900004E-2
0.991	18.9712	10.		.991000
.009	7.38267	15.		.900002E-2
0.991	25.6618	15.		.991000
.009	43.2174	60.		.900012E-2
0.991	79.8419	60.		.991000
.009	49.1776	67.		.900004E-2
0.991	87.8822	67.		.991000
.009	77.8836	100.		.900010E-2
0.991	125.178	100.		.991001
.009	157.102	188.		.899949E-2
0.991	221.960	188.		.991000
.009	543.590	600.		.900000E-2
0.991	659.474	600.		.991000
.009	627.486	688.		.900023E-2
0.991	751.578	688.		.991000
.009	926.727	1000.		.899967E-2
0.991	1076.34	1000.		.991003
.009	992.226	1068.		.900024E-2
0.991	1146.84	1068.		.991001
.009	5818.29	6000.		.899897E-2
0.991	6184.77	6000.		.991000
.009	6606.46	6800.		.900022E-2
0.991	6996.60	6800.		.990999
.009	9764.97	10000.		.899972E-2
0.991	10238.1	10000.		.991002
.009	18747.8	19073.		.899485E-2
0.991	19401.2	19073.		.990994
.009	59422.1	60000.		.900233E-2
0.991	60581.0	60000.		.991001
.009	65832.8	66441.		.900312E-2
0.991	67052.3	66441.		.991000
.00878021	.0	.0001		.0
0.99121979	.281188E-38	.0001		.991220
.00878021	.0	.0006		.0
0.99121979	.232349E-6	.0006		.991220
.00878021	.0	.001		.0
0.99121979	.831143E-4	.001		.991220
.00878021	.0	.006		.0
0.99121979	.149780	.006		.991220
.00878021	.0	.01		.0
0.99121979	.312220	.01		.991220
.00878021	.312773E-34	.06		.878021E-2
0.99121979	1.29559	.06		.991220
.00878021	.165370E-20	.1		.878021E-2
0.99121979	1.68100	.1		.991220
.00878021	.309810E-3	.6		.878021E-2
0.99121979	3.72594	.6		.991220
.00878021	.881898E-2	1.		.878021E-2
0.99121979	4.73525	1.		.991220
.00878021	1.73492	6.		.878014E-2
0.99121979	13.3067	6.		.991220
.00878021	4.04754	10.		.878018E-2
0.99121979	19.0152	10.		.991220
.00878021	4.68144	11.		.878020E-2
0.99121979	20.3841	11.		.991220
.00878021	43.1606	60.		.878003E-2
0.99121979	79.9274	60.		.991220
.00878021	45.7062	63.		.878008E-2
0.99121979	83.3821	63.		.991220
.00878021	77.8063	100.		.878013E-2
0.99121979	125.284	100.		.991220
.00878021	91.9766	116.		.878032E-2
0.99121979	143.114	116.		.991220
.00878021	543.380	600.		.877976E-2
0.99121979	659.712	600.		.991220
.00878021	570.039	628.		.878067E-2
0.99121979	689.054	628.		.991220
.00878021	926.453	1000.		.878044E-2
0.99121979	1076.64	1000.		.991220
.00878021	1740.66	1841.		.878308E-2
0.99121979	1944.44	1841.		.991221
.00878021	5817.60	6000.		.878034E-2
0.99121979	6185.49	6000.		.991219
.00878021	6345.56	6536.		.878053E-2
0.99121979	6729.53	6536.		.991219
