p	invchi	df	pinvchi	
.0276565	587.439	655	.276573E-1
0.9723435	726.124	655	.972343
.0276565	916.093	1000	.276566E-1
0.9723435	1087.47	1000	.972343
.0276565	1196.38	1292	.276584E-1
0.9723435	1391.18	1292	.972338
.0276565	5791.86	6000	.276589E-1
0.9723435	6211.71	6000	.972345
.0276565	6649.12	6872	.276577E-1
0.9723435	7098.45	6872	.972346
.0276565	9730.77	10000	.276586E-1
0.9723435	10272.8	10000	.972344
.0276565	17984.7	18350	.276719E-1
0.9723435	18718.9	18350	.972340
.0276565	59337.9	60000	.276528E-1
0.9723435	60665.6	60000	.972336
.0276565	67740.7	68448	.276526E-1
0.9723435	69158.8	68448	.972337
.02	.628450E-3	1	.200000E-1
0.98	5.41189	1	.980000
.02	1.13442	6	.200000E-1
0.98	15.0332	6	.980000
.02	3.05905	10	.200000E-1
0.98	21.1608	10	.980000
.02	7.90622	18	.200000E-1
0.98	32.3462	18	.980000
.02	39.6994	60	.199999E-1
0.98	84.5799	60	.980000
.02	43.7790	65	.200000E-1
0.98	90.5012	65	.980000
.02	73.1422	100	.200001E-1
0.98	131.142	100	.980001
.02	120.136	154	.200000E-1
0.98	192.150	154	.980000
.02	531.019	600	.199999E-1
0.98	673.270	600	.980000
.02	546.076	616	.199993E-1
0.98	690.213	616	.980000
.02	910.313	1000	.200004E-1
0.98	1093.98	1000	.980003
.02	1538.03	1654	.199962E-1
0.98	1774.26	1654	.980003
.02	5777.17	6000	.199982E-1
0.98	6227.12	6000	.980002
.02	6454.59	6690	.200002E-1
0.98	6929.70	6690	.980000
.02	9711.71	10000	.200015E-1
0.98	10292.6	10000	.980005
.02	12313.6	12638	.199890E-1
0.98	12966.7	12638	.980013
.02	59290.7	60000	.199989E-1
0.98	60713.6	60000	.980002
.02	60350.4	61066	.199978E-1
0.98	61785.9	61066	.980003
.0164645	.425872E-3	1	.164645E-1
0.9835355	5.75258	1	.983536
.0164645	1.05270	6	.164646E-1
0.9835355	15.5374	6	.983535
.0164645	2.90669	10	.164646E-1
0.9835355	21.7438	10	.983536
.0164645	7.63937	18	.164645E-1
0.9835355	33.0489	18	.983536
.0164645	39.0469	60	.164643E-1
0.9835355	85.6727	60	.983535
.0164645	39.8527	61	.164644E-1
0.9835355	86.8671	61	.983535
.0164645	72.2388	100	.164646E-1
0.9835355	132.486	100	.983535
.0164645	108.453	142	.164651E-1
0.9835355	180.274	142	.983535
.0164645	528.495	600	.164646E-1
0.9835355	676.236	600	.983535
.0164645	561.370	635	.164645E-1
0.9835355	713.361	635	.983535
.0164645	906.991	1000	.164649E-1
0.9835355	1097.74	1000	.983534
.0164645	1712.02	1839	.164646E-1
0.9835355	1970.71	1839	.983534
.0164645	5768.72	6000	.164650E-1
0.9835355	6236.01	6000	.983534
.0164645	5903.07	6137	.164659E-1
0.9835355	6375.67	6137	.983537
.0164645	9700.73	10000	.164657E-1
0.9835355	10304.0	10000	.983534
.0164645	12289.4	12626	.164577E-1
0.9835355	12967.3	12626	.983534
.0164645	59263.5	60000	.164653E-1
0.9835355	60741.2	60000	.983531
.0164645	61024.7	61772	.164690E-1
0.9835355	62524.1	61772	.983539
.01	.157088E-3	1	.100000E-1
0.99	6.63490	1	.990000
.01	.872090	6	.999999E-2
0.99	16.8119	6	.990000
.01	2.55821	10	.999997E-2
0.99	23.2093	10	.990000
.01	4.66043	14	.100001E-1
0.99	29.1412	14	.990000
.01	37.4849	60	.100002E-1
0.99	88.3794	60	.990000
.01	39.8551	63	.999992E-2
0.99	92.0100	63	.990000
.01	70.0649	100	.100000E-1
0.99	135.807	100	.990000
.01	112.668	150	.100008E-1
0.99	193.208	150	.990000
.01	522.365	600	.999989E-2
0.99	683.516	600	.990000
.01	569.074	650	.999990E-2
0.99	736.807	650	.990000
.01	898.912	1000	.999971E-2
0.99	1106.97	1000	.990001
.01	1233.02	1351	.999814E-2
0.99	1474.86	1351	.990001
.01	5748.11	6000	.100009E-1
0.99	6257.78	6000	.990001
.01	6262.19	6525	.999983E-2
0.99	6793.69	6525	.990000
.01	9673.95	10000	.100002E-1
0.99	10331.9	10000	.989994
.01	10860.7	11206	.100046E-1
0.99	11557.2	11206	.989999
.01	59197.1	60000	.100022E-1
0.99	60808.8	60000	.989999
.01	64357.9	65195	.999937E-2
0.99	66038.0	65195	.990002
.00976712	.149856E-3	1	.976711E-2
0.99023288	6.67688	1	.990233
.00976712	.864461	6	.976712E-2
0.99023288	16.8715	6	.990233
.00976712	2.54309	10	.976720E-2
0.99023288	23.2776	10	.990233
.00976712	5.78748	16	.976714E-2
0.99023288	32.0785	16	.990233
.00976712	37.4146	60	.976712E-2
0.99023288	88.5043	60	.990233
.00976712	42.9627	67	.976711E-2
0.99023288	96.9581	67	.990233
.00976712	69.9668	100	.976723E-2
0.99023288	135.960	100	.990234
.00976712	116.873	155	.976766E-2
0.99023288	199.058	155	.990233
.00976712	522.086	600	.976673E-2
0.99023288	683.849	600	.990233
.00976712	553.826	634	.976726E-2
0.99023288	720.110	634	.990233
.00976712	898.545	1000	.976720E-2
0.99023288	1107.39	1000	.990232
.00976712	1663.83	1801	.976913E-2
0.99023288	1944.11	1801	.990232
.00976712	5747.17	6000	.976796E-2
0.99023288	6258.77	6000	.990233
.00976712	6324.88	6590	.976615E-2
0.99023288	6861.05	6590	.990232
.00976712	9672.73	10000	.976754E-2
0.99023288	10333.2	10000	.990231
.00976712	12300.3	12669	.977383E-2
0.99023288	13043.7	12669	.990237
.00976712	59194.0	60000	.976398E-2
0.99023288	60811.9	60000	.990233
.00976712	65856.0	66706	.976477E-2
0.99023288	67561.9	66706	.990233
.009	.127240E-3	1	.900000E-2
0.991	6.82283	1	.991000
.009	.838549	6	.900000E-2
0.991	17.0782	6	.991000
.009	2.49143	10	.899998E-2
0.991	23.5141	10	.991000
.009	5.12651	15	.899999E-2
0.991	30.9214	15	.991000
.009	37.1730	60	.899988E-2
0.991	88.9357	60	.991000
.009	42.7024	67	.899987E-2
0.991	97.4083	67	.991000
.009	69.6290	100	.899992E-2
0.991	136.488	100	.991001
.009	145.209	188	.900025E-2
0.991	236.913	188	.991000
.009	521.126	600	.899974E-2
0.991	685.000	600	.991000
.009	603.322	688	.900013E-2
0.991	778.805	688	.991000
.009	897.278	1000	.899994E-2
0.991	1108.85	1000	.991001
.009	961.740	1068	.899998E-2
0.991	1180.39	1068	.991001
.009	5743.93	6000	.900071E-2
0.991	6262.20	6000	.991000
.009	6527.19	6800	.899977E-2
0.991	7078.94	6800	.991001
.009	9668.52	10000	.900040E-2
0.991	10337.6	10000	.990998
.009	18614.0	19073	.899531E-2
0.991	19538.1	19073	.991001
.009	59183.6	60000	.900064E-2
0.991	60822.5	60000	.990997
.009	65581.7	66441	.899820E-2
0.991	67306.4	66441	.991000
.00878021	.121101E-3	1	.878022E-2
0.99121979	6.86700	1	.991220
.00878021	.830888	6	.878022E-2
0.99121979	17.1406	6	.991220
.00878021	2.47608	10	.878027E-2
0.99121979	23.5854	10	.991220
.00878021	2.96191	11	.878026E-2
0.99121979	25.1115	11	.991220
.00878021	37.1007	60	.878015E-2
0.99121979	89.0655	60	.991220
.00878021	39.4581	63	.878035E-2
0.99121979	92.7091	63	.991220
.00878021	69.5279	100	.878031E-2
0.99121979	136.646	100	.991219
.00878021	82.9399	116	.878029E-2
0.99121979	155.236	116	.991220
.00878021	520.838	600	.878000E-2
0.99121979	685.346	600	.991220
.00878021	546.940	628	.877985E-2
0.99121979	715.244	628	.991220
.00878021	896.898	1000	.878023E-2
0.99121979	1109.29	1000	.991221
.00878021	1700.00	1841	.878044E-2
0.99121979	1988.19	1841	.991221
.00878021	5742.95	6000	.877923E-2
0.99121979	6263.23	6000	.991219
.00878021	6267.58	6536	.877955E-2
0.99121979	6810.60	6536	.991219
.00878021	9667.25	10000	.877955E-2
0.99121979	10338.9	10000	.991215
.00878021	10024.2	10363	.877808E-2
0.99121979	10708.0	10363	.991224
.00878021	59180.5	60000	.878344E-2
0.99121979	60825.7	60000	.991218
.00878021	61237.4	62071	.878181E-2
0.99121979	62910.8	62071	.991219
.008	.100534E-3	1	.799999E-2
0.992	7.03347	1	.992000
.008	.802740	6	.800000E-2
0.992	17.3748	6	.992000
.008	2.41932	10	.800002E-2
0.992	23.8531	10	.992000
.008	2.41932	10	.800002E-2
0.992	23.8531	10	.992000
.008	36.8313	60	.799988E-2
0.992	89.5516	60	.992000
.008	39.1796	63	.800013E-2
0.992	93.2044	63	.992000
.008	69.1506	100	.799991E-2
0.992	137.241	100	.992000
.008	121.855	162	.799976E-2
0.992	208.541	162	.992000
.008	519.763	600	.800013E-2
0.992	686.639	600	.992000
.008	568.222	652	.800026E-2
0.992	742.180	652	.992000
.008	895.478	1000	.799975E-2
0.992	1110.92	1000	.991998
.008	1415.26	1546	.800096E-2
0.992	1683.15	1546	.992002
.008	5739.32	6000	.799974E-2
0.992	6267.08	6000	.992000
.008	5888.98	6153	.800043E-2
0.992	6423.43	6153	.992001
.008	9662.53	10000	.799968E-2
0.992	10343.9	10000	.992004
.008	17776.2	18233	.800055E-2
0.992	18696.2	18233	.991999
.008	59168.7	60000	.799808E-2
0.992	60837.7	60000	.992002
.008	59499.4	60333	.799888E-2
0.992	61173.0	60333	.992001
.00782293	.961330E-4	1	.782293E-2
0.99217707	7.07357	1	.992177
.00782293	.796129	6	.782294E-2
0.99217707	17.4311	6	.992177
.00782293	2.40591	10	.782295E-2
0.99217707	23.9173	10	.992177
.00782293	2.40591	10	.782295E-2
0.99217707	23.9173	10	.992177
.00782293	36.7672	60	.782291E-2
0.99217707	89.6680	60	.992177
.00782293	39.1132	63	.782283E-2
0.99217707	93.3229	63	.992177
.00782293	69.0608	100	.782301E-2
0.99217707	137.383	100	.992177
.00782293	120.869	161	.782365E-2
0.99217707	207.580	161	.992177
.00782293	519.506	600	.782281E-2
0.99217707	686.948	600	.992177
.00782293	521.367	602	.782311E-2
0.99217707	689.088	602	.992177
.00782293	895.140	1000	.782311E-2
0.99217707	1111.32	1000	.992179
.00782293	1491.40	1626	.782435E-2
0.99217707	1767.06	1626	.992177
.00782293	5738.45	6000	.782217E-2
0.99217707	6268.00	6000	.992177
.00782293	6633.98	6915	.782285E-2
0.99217707	7202.48	6915	.992178
.00782293	9661.40	10000	.782223E-2
0.99217707	10345.1	10000	.992184
.00782293	13349.4	13747	.781666E-2
0.99217707	14151.0	13747	.992176
.00782293	59165.9	60000	.782104E-2
0.99217707	60840.5	60000	.992175
.00782293	66410.5	67294	.782318E-2
0.99217707	68184.0	67294	.992179
.007	.769710E-4	1	.700000E-2
0.993	7.27297	1	.993000
.007	.764175	6	.699999E-2
0.993	17.7097	6	.993000
.007	2.34065	10	.699998E-2
0.993	24.2352	10	.993000
.007	3.81553	13	.700001E-2
0.993	28.7943	13	.993000
.007	36.4524	60	.700007E-2
0.993	90.2426	60	.993000
.007	43.5041	69	.699997E-2
0.993	101.194	69	.993000
.007	68.6191	100	.699996E-2
0.993	138.085	100	.993000
.007	118.550	159	.700037E-2
0.993	206.159	159	.993000
.007	518.243	600	.699994E-2
0.993	688.472	600	.993000
.007	528.466	611	.699982E-2
0.993	700.249	611	.993000
.007	893.472	1000	.700010E-2
0.993	1113.24	1000	.992998
.007	1102.93	1221	.699834E-2
0.993	1345.78	1221	.992999
.007	5734.18	6000	.699976E-2
0.993	6272.54	6000	.993001
.007	6515.82	6799	.700029E-2
0.993	7088.90	6799	.993000
.007	9655.85	10000	.699985E-2
0.993	10350.9	10000	.993005
.007	18234.1	18706	.700290E-2
0.993	19184.6	18706	.992995
.007	59152.1	60000	.699781E-2
0.993	60854.6	60000	.993001
.007	66483.3	67382	.700039E-2
0.993	68287.4	67382	.992999
.00615191	.594495E-4	1	.615191E-2
0.99384809	7.50526	1	.993848
.00615191	.728810	6	.615192E-2
0.99384809	18.0323	6	.993848
.00615191	2.26753	10	.615193E-2
0.99384809	24.6026	10	.993848
.00615191	2.26753	10	.615193E-2
0.99384809	24.6026	10	.993848
.00615191	36.0940	60	.615196E-2
0.99384809	90.9039	60	.993848
.00615191	41.5389	67	.615187E-2
0.99384809	99.4615	67	.993848
.00615191	68.1155	100	.615185E-2
0.99384809	138.892	100	.993848
.00615191	102.480	141	.615187E-2
0.99384809	186.532	141	.993848
.00615191	516.799	600	.615217E-2
0.99384809	690.221	600	.993848
.00615191	550.235	636	.615201E-2
0.99384809	728.785	636	.993848
.00615191	891.563	1000	.615170E-2
0.99384809	1115.46	1000	.993849
.00615191	1083.72	1203	.615008E-2
0.99384809	1329.30	1203	.993849
.00615191	5729.29	6000	.615206E-2
0.99384809	6277.73	6000	.993848
.00615191	5908.14	6183	.615215E-2
0.99384809	6464.88	6183	.993848
.00615191	9649.49	10000	.615177E-2
0.99384809	10357.5	10000	.993844
.00615191	10398.3	10762	.615792E-2
0.99384809	11132.8	10762	.993851
.00615191	59136.3	60000	.614988E-2
0.99384809	60870.7	60000	.993849
.00615191	60283.0	61155	.615024E-2
0.99384809	62034.0	61155	.993849
.006	.565497E-4	1	.600000E-2
0.994	7.55030	1	.994000
.006	.722172	6	.599999E-2
0.994	18.0946	6	.994000
.006	2.25369	10	.599995E-2
0.994	24.6735	10	.994000
.006	2.71311	11	.600002E-2
0.994	26.2287	11	.994000
.006	36.0255	60	.600003E-2
0.994	91.0311	60	.994000
.006	41.4650	67	.599997E-2
0.994	99.5942	67	.994000
.006	68.0192	100	.600001E-2
0.994	139.047	100	.994000
.006	71.3157	104	.600004E-2
0.994	143.751	104	.994000
.006	516.522	600	.600019E-2
0.994	690.557	600	.994000
.006	589.970	679	.600024E-2
0.994	775.109	679	.994000
.006	891.198	1000	.600015E-2
0.994	1115.88	1000	.993999
.006	1459.52	1598	.599872E-2
0.994	1743.56	1598	.994001
.006	5728.35	6000	.599991E-2
0.994	6278.73	6000	.994000
.006	6121.28	6402	.599983E-2
0.994	6689.80	6402	.994000
.006	9648.27	10000	.599988E-2
0.994	10358.8	10000	.993999
.006	11899.7	12290	.600138E-2
0.994	12687.4	12290	.994001
.006	59133.3	60000	.599956E-2
0.994	60873.8	60000	.994001
.006	60948.2	61828	.600236E-2
0.994	62714.9	61828	.993999
.00562545	.497098E-4	1	.562545E-2
0.99437455	7.66653	1	.994375
.00562545	.705365	6	.562545E-2
0.99437455	18.2550	6	.994374
.00562545	2.21850	10	.562543E-2
0.99437455	24.8559	10	.994375
.00562545	5.24829	16	.562544E-2
0.99437455	33.8877	16	.994375
.00562545	35.8502	60	.562541E-2
0.99437455	91.3580	60	.994374
.00562545	38.1648	63	.562536E-2
0.99437455	95.0446	63	.994375
.00562545	67.7725	100	.562544E-2
0.99437455	139.446	100	.994375
.00562545	118.277	160	.562563E-2
0.99437455	208.947	160	.994374
.00562545	515.812	600	.562551E-2
0.99437455	691.419	600	.994374
.00562545	605.048	696	.562564E-2
0.99437455	794.184	696	.994375
.00562545	890.260	1000	.562560E-2
0.99437455	1116.97	1000	.994374
.00562545	1248.55	1378	.562611E-2
0.99437455	1514.68	1378	.994373
.00562545	5725.94	6000	.562486E-2
0.99437455	6281.29	6000	.994375
.00562545	5905.72	6184	.562570E-2
0.99437455	6469.52	6184	.994375
.00562545	9645.14	10000	.562523E-2
0.99437455	10362.1	10000	.994375
.00562545	12594.9	13000	.562623E-2
0.99437455	13412.3	13000	.994371
.00562545	59125.5	60000	.562386E-2
0.99437455	60881.7	60000	.994375
.00562545	59662.6	60541	.562618E-2
0.99437455	61426.6	60541	.994372
.005	.392704E-4	1	.500000E-2
0.995	7.87944	1	.995000
.005	.675727	6	.500000E-2
0.995	18.5476	6	.995000
.005	2.15586	10	.500003E-2
0.995	25.1882	10	.995000
.005	2.60322	11	.499998E-2
0.995	26.7568	11	.995000
.005	35.5345	60	.500002E-2
0.995	91.9517	60	.995000
.005	35.5345	60	.500002E-2
0.995	91.9517	60	.995000
.005	67.3276	100	.500005E-2
0.995	140.169	100	.995000
.005	141.810	188	.499975E-2
0.995	241.694	188	.995000
.005	514.529	600	.500005E-2
0.995	692.982	600	.995000
.005	602.724	695	.499986E-2
0.995	794.787	695	.995000
.005	888.564	1000	.500017E-2
0.995	1118.95	1000	.995001
.005	1481.91	1625	.499917E-2
0.995	1775.60	1625	.995000
.005	5721.59	6000	.500007E-2
0.995	6285.92	6000	.995000
.005	6654.96	6955	.499970E-2
0.995	7262.55	6955	.995000
.005	9639.48	10000	.500000E-2
0.995	10368.0	10000	.994997
.005	15848.5	16310	.499703E-2
0.995	16779.0	16310	.995002
.005	59111.5	60000	.500154E-2
0.995	60896.0	60000	.994998
.005	59499.6	60391	.500165E-2
0.995	61290.0	60391	.995002
.00431466	.292427E-4	1	.431466E-2
0.99568534	8.14641	1	.995685
.00431466	.640549	6	.431465E-2
0.99568534	18.9121	6	.995685
.00431466	2.08047	10	.431463E-2
0.99568534	25.6016	10	.995685
.00431466	3.46198	13	.431465E-2
0.99568534	30.2635	13	.995685
.00431466	35.1479	60	.431460E-2
0.99568534	92.6870	60	.995685
.00431466	35.9094	61	.431463E-2
0.99568534	93.9260	61	.995685
.00431466	66.7818	100	.431465E-2
0.99568534	141.065	100	.995685
.00431466	74.9697	110	.431467E-2
0.99568534	152.878	110	.995685
.00431466	512.950	600	.431459E-2
0.99568534	694.911	600	.995685
.00431466	530.521	619	.431470E-2
0.99568534	715.340	619	.995685
.00431466	886.476	1000	.431479E-2
0.99568534	1121.39	1000	.995686
.00431466	964.698	1083	.431456E-2
0.99568534	1209.16	1083	.995684
.00431466	5716.22	6000	.431414E-2
0.99568534	6291.64	6000	.995685
.00431466	5741.60	6026	.431446E-2
0.99568534	6318.26	6026	.995685
.00431466	9632.50	10000	.431439E-2
0.99568534	10375.4	10000	.995689
.00431466	18942.8	19457	.431258E-2
0.99568534	19979.0	19457	.995683
.00431466	59094.1	60000	.431391E-2
0.99568534	60913.7	60000	.995684
.00431466	68222.9	69196	.431525E-2
0.99568534	70177.0	69196	.995686
.004	.251330E-4	1	.400000E-2
0.996	8.28381	1	.996000
.004	.623257	6	.400001E-2
0.996	19.0988	6	.996000
.004	2.04298	10	.400000E-2
0.996	25.8130	10	.996000
.004	6.61518	19	.400000E-2
0.996	39.3323	19	.996000
.004	34.9528	60	.399993E-2
0.996	93.0616	60	.996000
.004	41.0787	68	.399995E-2
0.996	102.939	68	.996000
.004	66.5060	100	.400004E-2
0.996	141.521	100	.996000
.004	77.9678	114	.400000E-2
0.996	158.061	114	.996000
.004	512.150	600	.399996E-2
0.996	695.892	600	.996000
.004	527.858	617	.400010E-2
0.996	714.184	617	.996000
.004	885.417	1000	.400000E-2
0.996	1122.63	1000	.996001
.004	949.451	1068	.400004E-2
0.996	1194.59	1068	.995999
.004	5713.50	6000	.399973E-2
0.996	6294.54	6000	.996000
.004	6349.15	6651	.400027E-2
0.996	6960.90	6651	.996000
.004	9628.96	10000	.399976E-2
0.996	10379.1	10000	.996002
.004	16877.7	17368	.399740E-2
0.996	17866.3	17368	.996000
.004	59085.3	60000	.399937E-2
0.996	60922.7	60000	.995999
.004	60101.5	61024	.399959E-2
0.996	61954.5	61024	.995999
.00334689	.175956E-4	1	.334689E-2
0.99665311	8.60800	1	.996653
.00334689	.584507	6	.334689E-2
0.99665311	19.5368	6	.996653
.00334689	1.95785	10	.334690E-2
0.99665311	26.3083	10	.996653
.00334689	2.37995	11	.334691E-2
0.99665311	27.9056	11	.996653
.00334689	34.5025	60	.334686E-2
0.99665311	93.9358	60	.996653
.00334689	34.5025	60	.334686E-2
0.99665311	93.9358	60	.996653
.00334689	65.8681	100	.334686E-2
0.99665311	142.583	100	.996653
.00334689	75.6339	112	.334685E-2
0.99665311	156.820	112	.996653
.00334689	510.295	600	.334704E-2
0.99665311	698.173	600	.996653
.00334689	512.138	602	.334685E-2
0.99665311	700.330	602	.996653
.00334689	882.961	1000	.334690E-2
0.99665311	1125.51	1000	.996653
.00334689	1605.26	1762	.334736E-2
0.99665311	1927.21	1762	.996653
.00334689	5707.18	6000	.334671E-2
0.99665311	6301.29	6000	.996653
.00334689	6640.39	6956	.334680E-2
0.99665311	7280.08	6956	.996653
.00334689	9620.74	10000	.334678E-2
0.99665311	10387.7	10000	.996651
.00334689	9893.45	10278	.334707E-2
0.99665311	10671.0	10278	.996651
.00334689	59064.9	60000	.334770E-2
0.99665311	60943.6	60000	.996653
.00334689	65480.6	66465	.334804E-2
0.99665311	67457.9	66465	.996653
.003	.141372E-4	1	.300000E-2
0.997	8.80747	1	.997000
.003	.562013	6	.300000E-2
0.997	19.8047	6	.997000
.003	1.90768	10	.300002E-2
0.997	26.6108	10	.997000
.003	2.32317	11	.300001E-2
0.997	28.2156	11	.997000
.003	34.2321	60	.300000E-2
0.997	94.4671	60	.997000
.003	37.2467	64	.300003E-2
0.997	99.4547	64	.997000
.003	65.4844	100	.300003E-2
0.997	143.229	100	.997000
.003	90.0413	130	.299998E-2
0.997	178.677	130	.997000
.003	509.174	600	.299991E-2
0.997	699.556	600	.997000
.003	510.095	601	.299999E-2
0.997	700.635	601	.997000
.003	881.478	1000	.300010E-2
0.997	1127.25	1000	.996999
.003	1720.65	1885	.300017E-2
0.997	2058.08	1885	.996999
.003	5703.36	6000	.299993E-2
0.997	6305.37	6000	.997000
.003	6441.94	6757	.300029E-2
0.997	7080.80	6757	.997000
.003	9615.77	10000	.299996E-2
0.997	10393.0	10000	.997002
.003	14621.9	15095	.299831E-2
0.997	15576.8	15095	.997000
.003	59052.5	60000	.299981E-2
0.997	60956.2	60000	.996999
.003	60696.5	61657	.300124E-2
0.997	62626.3	61657	.997000
.00291717	.133673E-4	1	.291716E-2
0.99708283	8.85856	1	.997083
.00291717	.556408	6	.291717E-2
0.99708283	19.8731	6	.997083
.00291717	1.89508	10	.291715E-2
0.99708283	26.6880	10	.997083
.00291717	5.21864	17	.291717E-2
0.99708283	37.4564	17	.997083
.00291717	34.1636	60	.291716E-2
0.99708283	94.6025	60	.997083
.00291717	40.2166	68	.291718E-2
0.99708283	104.554	68	.997083
.00291717	65.3871	100	.291719E-2
0.99708283	143.393	100	.997083
.00291717	105.790	149	.291712E-2
0.99708283	200.997	149	.997083
.00291717	508.890	600	.291720E-2
0.99708283	699.908	600	.997083
.00291717	589.201	687	.291724E-2
0.99708283	793.597	687	.997083
.00291717	881.101	1000	.291721E-2
0.99708283	1127.70	1000	.997083
.00291717	1576.04	1734	.291704E-2
0.99708283	1900.76	1734	.997083
.00291717	5702.39	6000	.291717E-2
0.99708283	6306.41	6000	.997083
.00291717	5931.53	6235	.291696E-2
0.99708283	6547.27	6235	.997083
.00291717	9614.51	10000	.291733E-2
0.99708283	10394.3	10000	.997083
.00291717	10120.6	10516	.291875E-2
0.99708283	10920.2	10516	.997081
.00291717	59049.4	60000	.291809E-2
0.99708283	60959.4	60000	.997082
.00291717	65056.3	66054	.291616E-2
0.99708283	67060.5	66054	.997084
.002	.628320E-5	1	.200000E-2
0.998	9.54954	1	.998000
.002	.486407	6	.200000E-2
0.998	20.7912	6	.998000
.002	1.73446	10	.200000E-2
0.998	27.7216	10	.998000
.002	5.43605	18	.199999E-2
0.998	40.1361	18	.998000
.002	33.2671	60	.200003E-2
0.998	96.4035	60	.998000
.002	36.9830	65	.200004E-2
0.998	102.691	65	.998000
.002	64.1102	100	.199999E-2
0.998	145.577	100	.998000
.002	119.225	167	.199987E-2
0.998	224.472	167	.998000
.002	505.139	600	.199990E-2
0.998	704.568	600	.998000
.002	595.306	698	.199998E-2
0.998	810.402	698	.998000
.002	876.130	1000	.199998E-2
0.998	1133.58	1000	.998000
.002	1445.83	1604	.199987E-2
0.998	1771.88	1604	.998000
.002	5689.57	6000	.200029E-2
0.998	6320.15	6000	.998000
.002	6172.79	6496	.199988E-2
0.998	6828.92	6496	.998000
.002	9597.82	10000	.200003E-2
0.998	10411.9	10000	.998000
.002	15388.7	15897	.200174E-2
0.998	16415.1	15897	.998001
.002	59007.8	60000	.199944E-2
0.998	61001.9	60000	.998000
.002	67890.0	68954	.199963E-2
0.998	70027.7	68954	.998000
.00151974	.362793E-5	1	.151974E-2
0.99848026	10.0545	1	.998480
.00151974	.441400	6	.151974E-2
0.99848026	21.4542	6	.998480
.00151974	1.62751	10	.151973E-2
0.99848026	28.4658	10	.998480
.00151974	1.62751	10	.151973E-2
0.99848026	28.4658	10	.998480
.00151974	32.6443	60	.151976E-2
0.99848026	97.6879	60	.998480
.00151974	38.5539	68	.151971E-2
0.99848026	107.784	68	.998480
.00151974	63.2194	100	.151972E-2
0.99848026	147.131	100	.998480
.00151974	71.1770	110	.151973E-2
0.99848026	159.176	110	.998480
.00151974	502.504	600	.151980E-2
0.99848026	707.870	600	.998480
.00151974	550.148	652	.151973E-2
0.99848026	764.226	652	.998480
.00151974	872.633	1000	.151973E-2
0.99848026	1137.74	1000	.998480
.00151974	1416.68	1578	.151963E-2
0.99848026	1749.70	1578	.998481
.00151974	5680.52	6000	.151953E-2
0.99848026	6329.85	6000	.998480
