p	invt	df	pinvt
0.9723435	2.37275	6	.972344
.0276565	-2.37275	6	.276563E-1
0.9723435	2.16847	10	.972344
.0276565	-2.16847	10	.276564E-1
0.9723435	2.14303	11	.972343
.0276565	-2.14303	11	.276566E-1
0.9723435	1.95445	60	.972344
.0276565	-1.95445	60	.276564E-1
0.9723435	1.95093	66	.972344
.0276565	-1.95093	66	.276564E-1
0.9723435	1.93906	100	.972344
.0276565	-1.93906	100	.276563E-1
0.9723435	1.93573	117	.972343
.0276565	-1.93573	117	.276567E-1
0.9723435	1.92015	600	.972344
.0276565	-1.92015	600	.276564E-1
0.9723435	1.91983	655	.972343
.0276565	-1.91983	655	.276567E-1
0.9723435	1.91865	1000	.972343
.0276565	-1.91865	1000	.276565E-1
0.9723435	1.91814	1292	.972343
.0276565	-1.91814	1292	.276567E-1
0.9723435	1.91678	6000	.972343
.0276565	-1.91678	6000	.276567E-1
0.9723435	1.91674	6872	.972344
.0276565	-1.91674	6872	.276562E-1
0.9723435	1.91663	10000	.972343
.0276565	-1.91663	10000	.276567E-1
0.9723435	1.91653	18350	.972343
.0276565	-1.91653	18350	.276566E-1
0.9723435	1.91645	60000	.972344
.0276565	-1.91645	60000	.276563E-1
0.9723435	1.91644	68448	.972343
.0276565	-1.91644	68448	.276566E-1
0.98	15.8945	1	.980000
.02	-15.8945	1	.200001E-1
0.98	2.61224	6	.980000
.02	-2.61224	6	.200000E-1
0.98	2.35931	10	.980000
.02	-2.35931	10	.200002E-1
0.98	2.21370	18	.980000
.02	-2.21370	18	.200001E-1
0.98	2.09936	60	.980000
.02	-2.09936	60	.200001E-1
0.98	2.09578	65	.980000
.02	-2.09578	65	.200002E-1
0.98	2.08088	100	.980000
.02	-2.08088	100	.200002E-1
0.98	2.07129	154	.980000
.02	-2.07129	154	.200000E-1
0.98	2.05822	600	.980000
.02	-2.05822	600	.200002E-1
0.98	2.05811	616	.980000
.02	-2.05811	616	.199999E-1
0.98	2.05643	1000	.980000
.02	-2.05643	1000	.200001E-1
0.98	2.05537	1654	.980000
.02	-2.05537	1654	.200000E-1
0.98	2.05420	6000	.980000
.02	-2.05420	6000	.199998E-1
0.98	2.05415	6690	.980000
.02	-2.05415	6690	.200000E-1
0.98	2.05402	10000	.980000
.02	-2.05402	10000	.199998E-1
0.98	2.05396	12638	.980000
.02	-2.05396	12638	.200000E-1
0.98	2.05379	60000	.980000
.02	-2.05379	60000	.200002E-1
0.98	2.05379	61066	.980000
.02	-2.05379	61066	.200001E-1
0.9835355	19.3159	1	.983536
.0164645	-19.3159	1	.164645E-1
0.9835355	2.75828	6	.983536
.0164645	-2.75828	6	.164644E-1
0.9835355	2.47311	10	.983535
.0164645	-2.47311	10	.164645E-1
0.9835355	2.31037	18	.983535
.0164645	-2.31037	18	.164646E-1
0.9835355	2.18339	60	.983535
.0164645	-2.18339	60	.164646E-1
0.9835355	2.18255	61	.983536
.0164645	-2.18255	61	.164644E-1
0.9835355	2.16294	100	.983535
.0164645	-2.16294	100	.164646E-1
0.9835355	2.15399	142	.983536
.0164645	-2.15399	142	.164643E-1
0.9835355	2.13789	600	.983535
.0164645	-2.13789	600	.164645E-1
0.9835355	2.13762	635	.983536
.0164645	-2.13762	635	.164644E-1
0.9835355	2.13591	1000	.983535
.0164645	-2.13591	1000	.164645E-1
0.9835355	2.13456	1839	.983536
.0164645	-2.13456	1839	.164644E-1
0.9835355	2.13344	6000	.983535
.0164645	-2.13344	6000	.164645E-1
0.9835355	2.13343	6137	.983535
.0164645	-2.13343	6137	.164645E-1
0.9835355	2.13324	10000	.983535
.0164645	-2.13324	10000	.164647E-1
0.9835355	2.13318	12626	.983535
.0164645	-2.13318	12626	.164646E-1
0.9835355	2.13300	60000	.983536
.0164645	-2.13300	60000	.164644E-1
0.9835355	2.13300	61772	.983536
.0164645	-2.13300	61772	.164643E-1
0.99	31.8205	1	.990000
.01	-31.8205	1	.100000E-1
0.99	3.14267	6	.990000
.01	-3.14267	6	.999998E-2
0.99	2.76377	10	.990000
.01	-2.76377	10	.999999E-2
0.99	2.62449	14	.990000
.01	-2.62449	14	.100001E-1
0.99	2.39012	60	.990000
.01	-2.39012	60	.999999E-2
0.99	2.38701	63	.990000
.01	-2.38701	63	.999995E-2
0.99	2.36422	100	.990000
.01	-2.36422	100	.999993E-2
0.99	2.35146	150	.990000
.01	-2.35146	150	.100001E-1
0.99	2.33258	600	.990000
.01	-2.33258	600	.999997E-2
0.99	2.33210	650	.990000
.01	-2.33210	650	.999996E-2
0.99	2.33008	1000	.990000
.01	-2.33008	1000	.100001E-1
0.99	2.32911	1351	.990000
.01	-2.32911	1351	.100000E-1
0.99	2.32697	6000	.990000
.01	-2.32697	6000	.999999E-2
0.99	2.32692	6525	.990000
.01	-2.32692	6525	.999999E-2
0.99	2.32672	10000	.990000
.01	-2.32672	10000	.100000E-1
0.99	2.32668	11206	.990000
.01	-2.32668	11206	.100000E-1
0.99	2.32641	60000	.990000
.01	-2.32641	60000	.100000E-1
0.99	2.32641	65195	.990000
.01	-2.32641	65195	.999987E-2
0.99023288	32.5797	1	.990233
.00976712	-32.5797	1	.976712E-2
0.99023288	3.16124	6	.990233
.00976712	-3.16124	6	.976715E-2
0.99023288	2.77750	10	.990233
.00976712	-2.77750	10	.976714E-2
0.99023288	2.59510	16	.990233
.00976712	-2.59510	16	.976711E-2
0.99023288	2.39961	60	.990233
.00976712	-2.39961	60	.976712E-2
0.99023288	2.39272	67	.990233
.00976712	-2.39272	67	.976715E-2
0.99023288	2.37344	100	.990233
.00976712	-2.37344	100	.976703E-2
0.99023288	2.35972	155	.990233
.00976712	-2.35972	155	.976723E-2
0.99023288	2.34147	600	.990233
.00976712	-2.34147	600	.976714E-2
0.99023288	2.34113	634	.990233
.00976712	-2.34113	634	.976718E-2
0.99023288	2.33895	1000	.990233
.00976712	-2.33895	1000	.976709E-2
0.99023288	2.33727	1801	.990233
.00976712	-2.33727	1801	.976710E-2
0.99023288	2.33580	6000	.990233
.00976712	-2.33580	6000	.976722E-2
0.99023288	2.33575	6590	.990233
.00976712	-2.33575	6590	.976706E-2
0.99023288	2.33555	10000	.990233
.00976712	-2.33555	10000	.976719E-2
0.99023288	2.33547	12669	.990233
.00976712	-2.33547	12669	.976720E-2
0.99023288	2.33524	60000	.990233
.00976712	-2.33524	60000	.976708E-2
0.99023288	2.33523	66706	.990233
.00976712	-2.33523	66706	.976718E-2
0.991	35.3583	1	.991000
.009	-35.3583	1	.900001E-2
0.991	3.22604	6	.991000
.009	-3.22604	6	.899994E-2
0.991	2.82518	10	.991000
.009	-2.82518	10	.900004E-2
0.991	2.65529	15	.991000
.009	-2.65529	15	.900002E-2
0.991	2.43237	60	.991000
.009	-2.43237	60	.900010E-2
0.991	2.42523	67	.991000
.009	-2.42523	67	.900010E-2
0.991	2.40525	100	.991000
.009	-2.40525	100	.899999E-2
0.991	2.38654	188	.991000
.009	-2.38654	188	.900007E-2
0.991	2.37214	600	.991000
.009	-2.37214	600	.899992E-2
0.991	2.37130	688	.991000
.009	-2.37130	688	.900003E-2
0.991	2.36953	1000	.991000
.009	-2.36953	1000	.899989E-2
0.991	2.36928	1068	.991000
.009	-2.36928	1068	.899991E-2
0.991	2.36627	6000	.991000
.009	-2.36627	6000	.899996E-2
0.991	2.36619	6800	.991000
.009	-2.36619	6800	.900005E-2
0.991	2.36601	10000	.991000
.009	-2.36601	10000	.899996E-2
0.991	2.36582	19073	.991000
.009	-2.36582	19073	.900006E-2
0.991	2.36568	60000	.991000
.009	-2.36568	60000	.900008E-2
0.991	2.36568	66441	.991000
.009	-2.36568	66441	.899992E-2
0.99121979	36.2439	1	.991220
.00878021	-36.2439	1	.878021E-2
0.99121979	3.24572	6	.991220
.00878021	-3.24572	6	.878018E-2
0.99121979	2.83960	10	.991220
.00878021	-2.83960	10	.878022E-2
0.99121979	2.79083	11	.991220
.00878021	-2.79083	11	.878022E-2
0.99121979	2.44222	60	.991220
.00878021	-2.44222	60	.878030E-2
0.99121979	2.43893	63	.991220
.00878021	-2.43893	63	.878020E-2
0.99121979	2.41481	100	.991220
.00878021	-2.41481	100	.878017E-2
0.99121979	2.40921	116	.991220
.00878021	-2.40921	116	.878017E-2
0.99121979	2.38135	600	.991220
.00878021	-2.38135	600	.878011E-2
0.99121979	2.38105	628	.991220
.00878021	-2.38105	628	.878024E-2
0.99121979	2.37871	1000	.991220
.00878021	-2.37871	1000	.878014E-2
0.99121979	2.37690	1841	.991220
.00878021	-2.37690	1841	.878025E-2
0.99121979	2.37542	6000	.991220
.00878021	-2.37542	6000	.878011E-2
0.99121979	2.37536	6536	.991220
.00878021	-2.37536	6536	.878026E-2
0.99121979	2.37515	10000	.991220
.00878021	-2.37515	10000	.878028E-2
0.99121979	2.37514	10363	.991220
.00878021	-2.37514	10363	.878019E-2
0.99121979	2.37482	60000	.991220
.00878021	-2.37482	60000	.878032E-2
0.99121979	2.37482	62071	.991220
.00878021	-2.37482	62071	.878027E-2
0.992	39.7804	1	.992000
.008	-39.7804	1	.799999E-2
0.992	3.32022	6	.992000
.008	-3.32022	6	.799999E-2
0.992	2.89390	10	.992000
.008	-2.89390	10	.799996E-2
0.992	2.89390	10	.992000
.008	-2.89390	10	.799996E-2
0.992	2.47908	60	.992000
.008	-2.47908	60	.799994E-2
0.992	2.47565	63	.992000
.008	-2.47565	63	.799998E-2
0.992	2.45056	100	.992000
.008	-2.45056	100	.799991E-2
0.992	2.43446	162	.992000
.008	-2.43446	162	.799999E-2
0.992	2.41576	600	.992000
.008	-2.41576	600	.800005E-2
0.992	2.41521	652	.992000
.008	-2.41521	652	.800010E-2
0.992	2.41302	1000	.992000
.008	-2.41302	1000	.799998E-2
0.992	2.41157	1546	.992000
.008	-2.41157	1546	.799996E-2
0.992	2.40960	6000	.992000
.008	-2.40960	6000	.799997E-2
0.992	2.40958	6153	.992000
.008	-2.40958	6153	.800003E-2
0.992	2.40933	10000	.992000
.008	-2.40933	10000	.799990E-2
0.992	2.40914	18233	.992000
.008	-2.40914	18233	.800001E-2
0.992	2.40898	60000	.992000
.008	-2.40898	60000	.800008E-2
0.992	2.40898	60333	.992000
.008	-2.40898	60333	.800008E-2
0.99217707	40.6812	1	.992177
.00782293	-40.6812	1	.782292E-2
0.99217707	3.33824	6	.992177
.00782293	-3.33824	6	.782292E-2
0.99217707	2.90696	10	.992177
.00782293	-2.90696	10	.782299E-2
0.99217707	2.90696	10	.992177
.00782293	-2.90696	10	.782299E-2
0.99217707	2.48789	60	.992177
.00782293	-2.48789	60	.782294E-2
0.99217707	2.48443	63	.992177
.00782293	-2.48443	63	.782293E-2
0.99217707	2.45910	100	.992177
.00782293	-2.45910	100	.782293E-2
0.99217707	2.44302	161	.992177
.00782293	-2.44302	161	.782283E-2
0.99217707	2.42398	600	.992177
.00782293	-2.42398	600	.782300E-2
0.99217707	2.42396	602	.992177
.00782293	-2.42396	602	.782293E-2
0.99217707	2.42121	1000	.992177
.00782293	-2.42121	1000	.782303E-2
0.99217707	2.41962	1626	.992177
.00782293	-2.41962	1626	.782290E-2
0.99217707	2.41776	6000	.992177
.00782293	-2.41776	6000	.782299E-2
0.99217707	2.41767	6915	.992177
.00782293	-2.41767	6915	.782296E-2
0.99217707	2.41749	10000	.992177
.00782293	-2.41749	10000	.782286E-2
0.99217707	2.41737	13747	.992177
.00782293	-2.41737	13747	.782302E-2
0.99217707	2.41714	60000	.992177
.00782293	-2.41714	60000	.782298E-2
0.99217707	2.41713	67294	.992177
.00782293	-2.41713	67294	.782303E-2
0.993	45.4655	1	.993000
.007	-45.4655	1	.700000E-2
0.993	3.42832	6	.993000
.007	-3.42832	6	.700000E-2
0.993	2.97191	10	.993000
.007	-2.97191	10	.700001E-2
0.993	2.83706	13	.993000
.007	-2.83706	13	.699996E-2
0.993	2.53137	60	.993000
.007	-2.53137	60	.700003E-2
0.993	2.52147	69	.993000
.007	-2.52147	69	.699998E-2
0.993	2.50123	100	.993000
.007	-2.50123	100	.700001E-2
0.993	2.48474	159	.993000
.007	-2.48474	159	.700007E-2
0.993	2.46449	600	.993000
.007	-2.46449	600	.699999E-2
0.993	2.46436	611	.993000
.007	-2.46436	611	.699998E-2
0.993	2.46159	1000	.993000
.007	-2.46159	1000	.700008E-2
0.993	2.46081	1221	.993000
.007	-2.46081	1221	.699999E-2
0.993	2.45798	6000	.993000
.007	-2.45798	6000	.700008E-2
0.993	2.45790	6799	.993000
.007	-2.45790	6799	.699999E-2
0.993	2.45770	10000	.993000
.007	-2.45770	10000	.699992E-2
0.993	2.45749	18706	.993000
.007	-2.45749	18706	.700009E-2
0.993	2.45734	60000	.993000
.007	-2.45734	60000	.699991E-2
0.993	2.45733	67382	.993000
.007	-2.45733	67382	.699995E-2
0.99384809	51.7352	1	.993848
.00615191	-51.7352	1	.615191E-2
0.99384809	3.53428	6	.993848
.00615191	-3.53428	6	.615189E-2
0.99384809	3.04751	10	.993848
.00615191	-3.04751	10	.615194E-2
0.99384809	3.04751	10	.993848
.00615191	-3.04751	10	.615194E-2
0.99384809	2.58132	60	.993848
.00615191	-2.58132	60	.615192E-2
0.99384809	2.57296	67	.993848
.00615191	-2.57296	67	.615188E-2
0.99384809	2.54958	100	.993848
.00615191	-2.54958	100	.615185E-2
0.99384809	2.53596	141	.993848
.00615191	-2.53596	141	.615187E-2
0.99384809	2.51091	600	.993848
.00615191	-2.51091	600	.615191E-2
0.99384809	2.51048	636	.993848
.00615191	-2.51048	636	.615188E-2
0.99384809	2.50786	1000	.993848
.00615191	-2.50786	1000	.615198E-2
0.99384809	2.50709	1203	.993848
.00615191	-2.50709	1203	.615198E-2
0.99384809	2.50407	6000	.993848
.00615191	-2.50407	6000	.615185E-2
0.99384809	2.50404	6183	.993848
.00615191	-2.50404	6183	.615199E-2
0.99384809	2.50376	10000	.993848
.00615191	-2.50376	10000	.615197E-2
0.99384809	2.50373	10762	.993848
.00615191	-2.50373	10762	.615193E-2
0.99384809	2.50338	60000	.993848
.00615191	-2.50338	60000	.615199E-2
0.99384809	2.50338	61155	.993848
.00615191	-2.50338	61155	.615196E-2
0.994	53.0454	1	.994000
.006	-53.0454	1	.600000E-2
0.994	3.55496	6	.994000
.006	-3.55496	6	.599997E-2
0.994	3.06217	10	.994000
.006	-3.06217	10	.599999E-2
0.994	3.00371	11	.994000
.006	-3.00371	11	.600000E-2
0.994	2.59092	60	.994000
.006	-2.59092	60	.600003E-2
0.994	2.58248	67	.994000
.006	-2.58248	67	.599994E-2
0.994	2.55886	100	.994000
.006	-2.55886	100	.600005E-2
0.994	2.55704	104	.994000
.006	-2.55704	104	.599994E-2
0.994	2.51982	600	.994000
.006	-2.51982	600	.599998E-2
0.994	2.51892	679	.994000
.006	-2.51892	679	.600006E-2
0.994	2.51674	1000	.994000
.006	-2.51674	1000	.600006E-2
0.994	2.51502	1598	.994000
.006	-2.51502	1598	.600001E-2
0.994	2.51291	6000	.994000
.006	-2.51291	6000	.600000E-2
0.994	2.51286	6402	.994000
.006	-2.51286	6402	.600003E-2
0.994	2.51260	10000	.994000
.006	-2.51260	10000	.600006E-2
0.994	2.51252	12290	.994000
.006	-2.51252	12290	.599997E-2
0.994	2.51222	60000	.994000
.006	-2.51222	60000	.600001E-2
0.994	2.51222	61828	.994000
.006	-2.51222	61828	.599998E-2
0.99437455	56.5780	1	.994375
.00562545	-56.5780	1	.562545E-2
0.99437455	3.60852	6	.994375
.00562545	-3.60852	6	.562545E-2
0.99437455	3.09999	10	.994375
.00562545	-3.09999	10	.562542E-2
0.99437455	2.86397	16	.994375
.00562545	-2.86397	16	.562542E-2
0.99437455	2.61557	60	.994375
.00562545	-2.61557	60	.562550E-2
0.99437455	2.61162	63	.994375
.00562545	-2.61162	63	.562543E-2
0.99437455	2.58270	100	.994375
.00562545	-2.58270	100	.562541E-2
0.99437455	2.56454	160	.994375
.00562545	-2.56454	160	.562547E-2
0.99437455	2.54267	600	.994374
.00562545	-2.54267	600	.562550E-2
0.99437455	2.54159	696	.994375
.00562545	-2.54159	696	.562538E-2
0.99437455	2.53952	1000	.994375
.00562545	-2.53952	1000	.562548E-2
0.99437455	2.53823	1378	.994375
.00562545	-2.53823	1378	.562540E-2
0.99437455	2.53559	6000	.994375
.00562545	-2.53559	6000	.562549E-2
0.99437455	2.53557	6184	.994375
.00562545	-2.53557	6184	.562543E-2
0.99437455	2.53528	10000	.994375
.00562545	-2.53528	10000	.562543E-2
0.99437455	2.53517	13000	.994375
.00562545	-2.53517	13000	.562545E-2
0.99437455	2.53489	60000	.994375
.00562545	-2.53489	60000	.562539E-2
0.99437455	2.53489	60541	.994375
.00562545	-2.53489	60541	.562538E-2
0.995	63.6567	1	.995000
.005	-63.6567	1	.500000E-2
0.995	3.70743	6	.995000
.005	-3.70743	6	.499999E-2
0.995	3.16927	10	.995000
.005	-3.16927	10	.500002E-2
0.995	3.10581	11	.995000
.005	-3.10581	11	.499997E-2
0.995	2.66028	60	.995000
.005	-2.66028	60	.500004E-2
0.995	2.66028	60	.995000
.005	-2.66028	60	.500004E-2
0.995	2.62589	100	.995000
.005	-2.62589	100	.500001E-2
0.995	2.60223	188	.995000
.005	-2.60223	188	.500004E-2
0.995	2.58405	600	.995000
.005	-2.58405	600	.499997E-2
0.995	2.58292	695	.995000
.005	-2.58292	695	.500003E-2
0.995	2.58075	1000	.995000
.005	-2.58075	1000	.500007E-2
0.995	2.57886	1625	.995000
.005	-2.57886	1625	.499997E-2
0.995	2.57665	6000	.995000
.005	-2.57665	6000	.499999E-2
0.995	2.57654	6955	.995000
.005	-2.57654	6955	.499995E-2
0.995	2.57632	10000	.995000
.005	-2.57632	10000	.500002E-2
0.995	2.57613	16310	.995000
.005	-2.57613	16310	.500001E-2
0.995	2.57591	60000	.995000
.005	-2.57591	60000	.500002E-2
0.995	2.57591	60391	.995000
.005	-2.57591	60391	.500001E-2
0.99568534	73.7695	1	.995685
.00431466	-73.7695	1	.431466E-2
0.99568534	3.83296	6	.995685
.00431466	-3.83296	6	.431468E-2
0.99568534	3.25621	10	.995685
.00431466	-3.25621	10	.431465E-2
0.99568534	3.08889	13	.995685
.00431466	-3.08889	13	.431467E-2
0.99568534	2.71556	60	.995685
.00431466	-2.71556	60	.431471E-2
0.99568534	2.71406	61	.995685
.00431466	-2.71406	61	.431463E-2
0.99568534	2.67923	100	.995685
.00431466	-2.67923	100	.431470E-2
0.99568534	2.67435	110	.995685
.00431466	-2.67435	110	.431465E-2
0.99568534	2.63507	600	.995685
.00431466	-2.63507	600	.431466E-2
0.99568534	2.63480	619	.995685
.00431466	-2.63480	619	.431470E-2
0.99568534	2.63160	1000	.995685
.00431466	-2.63160	1000	.431461E-2
0.99568534	2.63120	1083	.995685
.00431466	-2.63120	1083	.431462E-2
0.99568534	2.62727	6000	.995685
.00431466	-2.62727	6000	.431460E-2
0.99568534	2.62726	6026	.995685
.00431466	-2.62726	6026	.431468E-2
0.99568534	2.62692	10000	.995685
.00431466	-2.62692	10000	.431465E-2
0.99568534	2.62667	19457	.995685
.00431466	-2.62667	19457	.431462E-2
0.99568534	2.62649	60000	.995685
.00431466	-2.62649	60000	.431462E-2
0.99568534	2.62648	69196	.995685
.00431466	-2.62648	69196	.431460E-2
0.996	79.5733	1	.996000
.004	-79.5733	1	.400000E-2
0.996	3.89826	6	.996000
.004	-3.89826	6	.400001E-2
0.996	3.30100	10	.996000
.004	-3.30100	10	.399999E-2
0.996	2.96240	19	.996000
.004	-2.96240	19	.399996E-2
0.996	2.74369	60	.996000
.004	-2.74369	60	.400005E-2
0.996	2.73261	68	.996000
.004	-2.73261	68	.400003E-2
0.996	2.70635	100	.996000
.004	-2.70635	100	.400000E-2
0.996	2.69957	114	.996000
.004	-2.69957	114	.400004E-2
0.996	2.66097	600	.996000
.004	-2.66097	600	.400006E-2
0.996	2.66073	617	.996000
.004	-2.66073	617	.399999E-2
0.996	2.65741	1000	.996000
.004	-2.65741	1000	.399996E-2
0.996	2.65707	1068	.996000
.004	-2.65707	1068	.399995E-2
0.996	2.65296	6000	.996000
.004	-2.65296	6000	.399997E-2
0.996	2.65287	6651	.996000
.004	-2.65287	6651	.400001E-2
0.996	2.65260	10000	.996000
.004	-2.65260	10000	.400003E-2
0.996	2.65238	17368	.996000
.004	-2.65238	17368	.399996E-2
0.996	2.65216	60000	.996000
.004	-2.65216	60000	.399998E-2
0.996	2.65216	61024	.996000
.004	-2.65216	61024	.399997E-2
0.99665311	95.1027	1	.996653
.00334689	-95.1027	1	.334689E-2
0.99665311	4.05426	6	.996653
.00334689	-4.05426	6	.334690E-2
0.99665311	3.40683	10	.996653
.00334689	-3.40683	10	.334691E-2
0.99665311	3.33147	11	.996653
.00334689	-3.33147	11	.334689E-2
0.99665311	2.80923	60	.996653
.00334689	-2.80923	60	.334694E-2
0.99665311	2.80923	60	.996653
.00334689	-2.80923	60	.334694E-2
0.99665311	2.76946	100	.996653
.00334689	-2.76946	100	.334687E-2
0.99665311	2.76316	112	.996653
.00334689	-2.76316	112	.334690E-2
0.99665311	2.72118	600	.996653
.00334689	-2.72118	600	.334685E-2
0.99665311	2.72114	602	.996653
.00334689	-2.72114	602	.334693E-2
0.99665311	2.71738	1000	.996653
.00334689	-2.71738	1000	.334690E-2
0.99665311	2.71492	1762	.996653
.00334689	-2.71492	1762	.334693E-2
0.99665311	2.71265	6000	.996653
.00334689	-2.71265	6000	.334690E-2
0.99665311	2.71252	6956	.996653
.00334689	-2.71252	6956	.334690E-2
0.99665311	2.71227	10000	.996653
.00334689	-2.71227	10000	.334692E-2
0.99665311	2.71226	10278	.996653
.00334689	-2.71226	10278	.334687E-2
0.99665311	2.71180	60000	.996653
.00334689	-2.71180	60000	.334690E-2
0.99665311	2.71179	66465	.996653
.00334689	-2.71179	66465	.334691E-2
0.997	106.100	1	.997000
.003	-106.100	1	.300000E-2
0.997	4.15165	6	.997000
.003	-4.15165	6	.300001E-2
0.997	3.47210	10	.997000
.003	-3.47210	10	.299999E-2
0.997	3.39328	11	.997000
.003	-3.39328	11	.299999E-2
0.997	2.84901	60	.997000
.003	-2.84901	60	.299999E-2
0.997	2.84248	64	.997000
.003	-2.84248	64	.300002E-2
0.997	2.80771	100	.997000
.003	-2.80771	100	.299996E-2
0.997	2.79366	130	.997000
.003	-2.79366	130	.300003E-2
0.997	2.75760	600	.997000
.003	-2.75760	600	.300003E-2
0.997	2.75759	601	.997000
.003	-2.75759	601	.299997E-2
0.997	2.75367	1000	.997000
.003	-2.75367	1000	.299997E-2
0.997	2.75090	1885	.997000
.003	-2.75090	1885	.300001E-2
0.997	2.74876	6000	.997000
.003	-2.74876	6000	.300001E-2
0.997	2.74865	6757	.997000
.003	-2.74865	6757	.300001E-2
0.997	2.74837	10000	.997000
.003	-2.74837	10000	.299999E-2
0.997	2.74817	15095	.997000
.003	-2.74817	15095	.300000E-2
0.997	2.74788	60000	.997000
.003	-2.74788	60000	.299999E-2
0.997	2.74788	61657	.997000
.003	-2.74788	61657	.299997E-2
0.99708283	109.113	1	.997083
.00291717	-109.113	1	.291717E-2
0.99708283	4.17678	6	.997083
.00291717	-4.17678	6	.291717E-2
0.99708283	3.48884	10	.997083
.00291717	-3.48884	10	.291716E-2
0.99708283	3.15069	17	.997083
.00291717	-3.15069	17	.291717E-2
0.99708283	2.85913	60	.997083
.00291717	-2.85913	60	.291719E-2
0.99708283	2.84675	68	.997083
.00291717	-2.84675	68	.291719E-2
0.99708283	2.81743	100	.997083
.00291717	-2.81743	100	.291721E-2
0.99708283	2.79727	149	.997083
.00291717	-2.79727	149	.291721E-2
0.99708283	2.76686	600	.997083
.00291717	-2.76686	600	.291719E-2
0.99708283	2.76560	687	.997083
.00291717	-2.76560	687	.291720E-2
0.99708283	2.76289	1000	.997083
.00291717	-2.76289	1000	.291716E-2
0.99708283	2.76037	1734	.997083
.00291717	-2.76037	1734	.291719E-2
0.99708283	2.75794	6000	.997083
.00291717	-2.75794	6000	.291715E-2
0.99708283	2.75790	6235	.997083
.00291717	-2.75790	6235	.291717E-2
0.99708283	2.75754	10000	.997083
.00291717	-2.75754	10000	.291719E-2
0.99708283	2.75751	10516	.997083
.00291717	-2.75751	10516	.291720E-2
0.99708283	2.75705	60000	.997083
.00291717	-2.75705	60000	.291715E-2
0.99708283	2.75704	66054	.997083
.00291717	-2.75704	66054	.291716E-2
0.998	159.153	1	.998000
.002	-159.153	1	.200000E-2
0.998	4.52413	6	.998000
.002	-4.52413	6	.200000E-2
0.998	3.71624	10	.998000
.002	-3.71624	10	.199999E-2
0.998	3.29788	18	.998000
.002	-3.29788	18	.199999E-2
0.998	2.99359	60	.998000
.002	-2.99359	60	.200002E-2
0.998	2.98442	65	.998000
.002	-2.98442	65	.199998E-2
0.998	2.94642	100	.998000
.002	-2.94642	100	.200001E-2
0.998	2.91868	167	.998000
.002	-2.91868	167	.200001E-2
0.998	2.88934	600	.998000
.002	-2.88934	600	.199997E-2
0.998	2.88776	698	.998000
.002	-2.88776	698	.200001E-2
0.998	2.88486	1000	.998000
.002	-2.88486	1000	.199998E-2
0.998	2.88233	1604	.998000
.002	-2.88233	1604	.200001E-2
0.998	2.87928	6000	.998000
.002	-2.87928	6000	.199997E-2
0.998	2.87919	6496	.998000
.002	-2.87919	6496	.200000E-2
0.998	2.87883	10000	.998000
.002	-2.87883	10000	.200000E-2
0.998	2.87858	15897	.998000
.002	-2.87858	15897	.200001E-2
0.998	2.87827	60000	.998000
.002	-2.87827	60000	.200002E-2
0.998	2.87826	68954	.998000
.002	-2.87826	68954	.199999E-2
0.99848026	209.449	1	.998480
.00151974	-209.449	1	.151974E-2
0.99848026	4.78747	6	.998480
.00151974	-4.78747	6	.151974E-2
0.99848026	3.88392	10	.998480
.00151974	-3.88392	10	.151974E-2
0.99848026	3.88392	10	.998480
.00151974	-3.88392	10	.151974E-2
0.99848026	3.08920	60	.998480
.00151974	-3.08920	60	.151976E-2
